Aberfeldy,Aberlour,AnCnoc,Ardbeg,Ardmore,ArranIsleOf,Auchentoshan,Auchroisk,Aultmore,Balblair,Balmenach,Belvenie,BenNevis,Benriach,Benrinnes,Benromach,Bladnoch,BlairAthol,Bowmore,Bruichladdich,Bunnahabhain,Caol_Ila,Cardhu,Clynelish,Craigallechie,Craigganmore,Dailuaine,Dalmore,Dalwhinnie,Deanston,Dufftown,Edradour,GlenDeveronMacduff,GlenElgin,GlenGarioch,GlenGrant,GlenKeith,GlenMoray,GlenOrd,GlenScotia,GlenSpey,Glenallachie,Glendronach,Glendullan,Glenfarclas,Glenfiddich,Glengoyne,Glenkinchie,Glenlivet,Glenlossie,Glenmorangie,Glenrothes,Glenturret,Highland_Park,Inchgower,Isle_of_Jura,Knochando,Lagavulin,Laphroig,Linkwood,Loch_Lomond,Longmorn,Macallan,Mannochmore,Miltonduff,Mortlach,Oban,OldFettercairn,OldPulteney,RoyalBrackla,RoyalLochnagar,Scapa,Speyburn,Speyside,Springbank,Strathisla,Strathmill,Talisker,Tamdhu,Tamnavulin,Teaninich,Tobermory,Tomatin,Tomintoul,Tormore,Tullibardine
0.99999999999999989,0.70863219071893646,0.69735410869305559,-0.1473113552805905,0.73190244314635011,0.38908631605469801,0.46431212265489724,0.82384152568182134,0.71339489824887881,0.31046021028253318,0.65484839220862723,0.58001949409571329,0.62880822270542047,0.49857119885703405,0.8419479328396634,0.85542168674698793,0.50827783991576336,0.85542168674698793,0.50300303000356883,0.32867205787149772,0.53996876304119745,-0.049088069367381595,0.62351793128800448,-0.24544034683690796,0.56413527116533746,0.4699172482240076,0.67663234130597461,0.55969010358250293,0.73190244314635,0.73190244314635,0.42673156419810387,0.72809373155364476,0.16547584808037386,0.70008079837454207,0.36404686577682227,0.6626506024096388,0.60274318847346464,0.58001949409571329,0.64729000348328491,0.39270455493905287,0.48096288963372141,0.59109862997764251,0.65484839220862723,0.79598227760393137,0.68846280255726156,0.48490626385519175,0.62351793128800448,0.43506377283302755,0.73734299942101633,0.52641089819165021,0.39270455493905271,0.62351793128800448,0.7534031188084136,0.59036144578313243,0.34442467912769409,0.13310871701625052,0.69709667557692578,-0.20415737667622699,-0.17651945851821257,0.60540788432639836,0.38023455031468684,0.72809373155364454,0.71361064162634635,0.77203055869425308,0.56037669975591042,0.68648121197086265,0.077615052570633294,0.50300303000356883,0.085023030189770366,0.30137159423673232,0.80166591165600565,0.76520727170793346,0.49520406106425663,0.82737924040186916,0.15662650602409636,0.79780248958775923,0.46333237462504662,-0.021124141684149264,0.80106006246555461,0.46333237462504662,0.16303251468996188,0.6626506024096388,0.54330536799443296,0.50475261104267033,0.5721857589039675,0.26722197055200198
0.70863219071893646,1.0000000000000004,0.50307371869168849,-0.22859094427200002,0.51183383551834705,0.40098320508834351,0.46083024232799513,0.79305158571814438,0.51014432749284744,0.24282146558931614,0.39652579285907213,0.85781644691843839,0.66265229325006603,0.75761608029669736,0.78172227735074218,0.7990958746405028,0.34803619764693089,0.61816850679737023,0.35969438959810857,0.30400797794725798,0.3992918259420683,-0.30714755841697561,0.5573423228099712,-0.24571804673358055,0.40871770339397878,0.22802371569971333,0.57935347316806229,0.53877245844036548,0.67346557305045662,0.83509731058256631,0.25539990311691468,0.60052864075787238,0.20707884164064569,0.66006865070969656,0.26920249413283925,0.55785938418299263,0.67346557305045662,0.46190116372531304,0.73035308128798415,0.030714755841697562,0.30094191754531152,0.58666597661677455,0.50226600428815793,0.78008113265691392,0.62111902226816751,0.34202504597685784,0.6316546325179675,0.62411990582791355,0.77702868988581175,0.65875812264513567,0.49143609346716111,0.63165463251796738,0.78346966901801951,0.37693201633985984,0.59264970428440178,-0.033314830232638488,0.79305158571814438,-0.44709955403552581,-0.441797947205334,0.5570706472769833,0.35687321357316493,0.53840498826567862,0.63291889994662387,0.56635211395485419,0.40072194985043058,0.65010884429760096,0.097128586235726427,0.53954158439716282,-0.31919710595935896,0.37714072090825579,0.78027925193395942,0.74479324723850415,0.6197054405856357,0.53840498826567862,0.19600464849672708,0.78941788236137256,0.45557345160942009,0.1321752642863574,0.65875812264513567,0.26920249413283925,0.13201373014193929,0.46739570026142624,0.60705366397329041,0.6316546325179675,0.37234154758203331,0.48303001310197508
0.69735410869305559,0.50307371869168849,1.0000000000000002,-0.14043546333848969,0.55701951029720709,0.38962747602716302,0.73046491011157721,0.64729777800315458,0.84665079511519759,0.50209060145260553,0.24453471613452515,0.39496182492195508,0.51832836754055589,0.60624991474611167,0.68428622246047766,0.69735410869305559,0.51589928737626656,0.50045412506207521,0.34251778896020851,0.36003871479063493,0.63509995694163168,-0.033426313523243774,0.86938198985484094,-0.033426313523243781,0.42458190202213147,0.69874966771215852,0.26674996248828914,0.32248497964575146,0.82087085728009468,0.64496995929150291,0.69486774364997228,0.7211525113607733,-0.022536015980024183,0.69874966771215841,0.15775211186016913,0.73017077263155228,0.5570195102972072,0.53858430671175705,0.42631793864035056,0.43454207580216919,0.40938706057120133,0.84665079511519781,0.12945955560063094,0.5550815117339577,0.44700091514290557,0.75044289199798364,0.70763650337021911,0.57083249411165593,0.52851642258168996,0.67015925876672033,0.53482101637190038,0.46501827364328707,0.44076939418748129,0.48404579309282664,0.55701951029720731,0.23566352861308434,0.6472977780031548,-0.33017274565738447,-0.16828025170257008,0.5334999249765785,0.51783822240252364,0.58593641548062825,0.30665495069554105,0.56196687592350891,0.73046491011157721,0.13897354872999446,0.26425821129084498,0.44038001437741109,0.1736882199959546,0.49838587763434317,0.50545464526444217,0.7526489533158035,0.6262417831394842,0.78876055930084565,-0.0082041659846242305,0.59379607184633987,0.63100844744067652,0.014384395066736772,0.85718044725975884,0.63100844744067652,0.28080594123011982,0.82862076444704225,0.34353567467809848,0.5458910168855976,0.35845727794498994,0.3032727871586654
-0.1473113552805905,-0.22859094427200002,-0.14043546333848969,1.0,0.23161744654255889,0.12313004260763219,-0.43067436607000092,-0.21695650458081028,-0.009968648060386302,0.43653403035064592,-0.010331262122895694,-0.025788389070710401,0.30753356377440527,-0.017417004336063909,0.039849153902597828,-0.0058924542112236107,-0.14539896283552628,-0.0058924542112236212,0.38658015433624676,0.24461174237631547,-0.16805378581857025,0.84026892909285145,-0.15973373500819932,0.88828429646958584,-0.24686122683085357,0.34239110603204559,0.33092308238521445,0.40006649857351084,0.10528065751934497,-0.021056131503869039,0.20870318480925623,-0.22660367857061436,0.080929885203790866,-0.27672705829987249,0.37227747193743799,-0.38300952372953534,-0.021056131503869032,-0.33524905791923548,0.12974283470219941,0.5521767248324454,-0.058806574942638419,-0.12959242478502181,0.11364388335185303,-0.11725722809316634,-0.22708284756418221,-0.021559536399062364,-0.39207371320194384,-0.036327993716615888,-0.32265558765047753,-0.078355481659402273,0.19206146950693739,0.014521248637109048,-0.254295956016311,0.50085860795400761,-0.021056131503869032,0.76817967751823923,-0.21695650458081028,0.87367003060488035,0.84604404124473798,-0.17417004336063921,0.1859627182121231,-0.032371954081516344,-0.098264443681877131,-0.091139961739452116,-0.054813101136181916,-0.045370257567229594,0.72123013710106709,-0.10543095118261286,0.54057286296382911,0.14739292052708294,0.10164874045976323,-0.041582527920294536,-0.034598754595392661,-0.11330183928530722,0.50085860795400761,-0.26314749388993181,0.032371954081516281,0.89881980469192857,-0.34700284734878167,-0.016185977040758252,0.417435732011672,-0.10017172159080155,0.15183792360022472,-0.39207371320194384,0.14551732308174711,-0.10164874045976326
0.73190244314635011,0.51183383551834705,0.55701951029720709,0.23161744654255889,0.99999999999999967,0.28625128703833569,0.28606478384531153,0.67936622048675732,0.69193918869276816,0.48536267169707548,0.37742567804819838,0.37684457581279657,0.6504436355879909,0.34995661963667779,0.77641853769915137,0.73190244314635011,0.37696441826321453,0.73190244314635011,0.38516444325982158,0.25532146059408273,0.35082320772281167,0.26311740579210868,0.63659507012076666,0.08770580193070289,0.42439671341384444,0.65112035881827945,0.69991323927335525,0.5,0.65384615384615385,0.76923076923076905,0.53039483530543652,0.65044363558799101,0.35478743759344966,0.34269492569383131,0.41391867719235775,0.43053084890961757,0.53846153846153832,0.37684457581279657,0.60669639657181751,0.61394061351492057,0.64450338663548945,0.58268563258338379,0.52839594926747802,0.47977289597136408,0.65794900284421665,0.50407766544846044,0.42439671341384444,0.41710377264312443,0.45069390943299864,0.53160953307119496,0.35082320772281156,0.63659507012076666,0.64461492135755594,0.68884935825538818,0.42307692307692313,0.33295604590814593,0.45291081365783836,0.022798037629377668,0.12615514005935402,0.25451390519031114,0.50952466536506802,0.73914049498635315,0.47039214605429769,0.47565149415449404,0.54352308930609183,0.36464644927248774,0.48536267169707548,0.77032888651964337,0.30382181012509996,0.26923076923076916,0.63659507012076666,0.60764362025019991,0.5055900530816918,0.70957487518689921,0.30137159423673232,0.66299354413179568,0.41391867719235775,0.30194054243855889,0.53160953307119496,0.41391867719235775,0.068538985138766328,0.55969010358250282,0.69337524528153638,0.42439671341384444,0.69518169709310118,0.42439671341384438
0.38908631605469801,0.40098320508834351,0.38962747602716302,0.12313004260763219,0.28625128703833569,1.0000000000000002,0.24331962586898939,0.4815434123430769,0.42592170096430143,0.47918635750341559,0.44141479464782041,0.60100250696475999,0.44008622942335207,0.5412080731933907,0.36115755925730753,0.38908631605469801,0.63762961301887966,0.38908631605469801,0.54601890623194815,-0.027146264489895152,0.60612812535620375,-1.0092936587501423e-17,0.50763001197348812,0.18650096164806274,0.39482334264604635,0.56475765724529337,0.37208055032045612,0.44982345106024207,0.53160953307119485,0.40893041005476521,0.7049073768502413,0.25147784538477264,0.69156407480812487,0.78337352456605214,0.31434730673096573,0.2975365946300631,0.53160953307119485,0.40066833797650675,0.62489332693894584,0.32637668288410993,0.68524828886419276,0.65824262876301143,0.20064308847628209,0.52832167935850005,0.57788411143884977,0.72017607321931187,0.28201667331860453,0.58457762842675576,0.73720978077448585,0.47826086956521752,0.46625240412015673,0.50763001197348823,0.58457762842675587,0.43486117676701519,0.65428865608762443,0.10114434748483472,0.60192926542884606,0.048478616556371999,0.20119582530445312,0.74416110064091245,0.36115755925730758,0.34578203740406227,0.40800070646593478,0.25286086871208685,0.69954392437334456,0.35245368842512076,0.14744195615489725,-1.0092936587501423e-17,0.0,0.69518169709310129,0.28201667331860436,0.48454371185234896,0.85112555813996282,0.44008622942335213,0.29753659463006304,0.14098147537004826,0.50295569076954505,0.28090032386679498,0.47826086956521752,0.50295569076954516,0.63762961301887955,0.29753659463006304,0.58976782461958854,0.50763001197348823,0.30434782608695643,0.50763001197348812
0.46431212265489724,0.46083024232799513,0.73046491011157721,-0.43067436607000092,0.28606478384531153,0.24331962586898939,1.0,0.42107596053325946,0.70424767203425231,0.33521190503410786,-0.028071730702217301,0.28028510152023106,0.3078596479934797,0.59156065535037616,0.39701447707421611,0.56037669975591031,0.67544702442165283,0.46431212265489724,3.0278809762504267e-17,0.43677010104677477,0.81541009131680264,-0.32616403652672105,0.82858881164645048,-0.32616403652672105,0.51293593101923141,0.54800418962511455,0.047324852428030105,0.14303239192265582,0.54352308930609183,0.45770365415249842,0.56708072362976858,0.63770927084363649,-0.21989974856677119,0.62446989050303758,0.15392982399673985,0.68846280255726156,0.45770365415249842,0.84085530456069302,0.43714033024158544,0.032616403652672092,0.39946773096848048,0.78550701880743534,-0.19650211491552116,0.44604992178788394,0.46808510638297884,0.6443886931971915,0.90750203180325539,0.66276114585014578,0.59306721659880623,0.79078878407421527,0.61971166940076994,0.19728305039201208,0.40893772829051545,-0.08005381425084436,0.54352308930609183,-0.035377456883861257,0.58950634474656316,-0.67825843348070081,-0.6098963745377145,0.44958609806628586,0.6316139407998892,0.63770927084363638,0.11968991611379361,0.60141676702564129,0.4893617021276595,0.098622734544307547,0.10314212462587938,0.28647315633565368,0.22597307314641288,0.40049069738343612,0.27619627054881685,0.6779192194392385,0.40737875105178317,0.65969924570031369,-0.27218296845287077,0.69035914181015312,0.68168922055699077,-0.25264557631995571,0.69954392437334434,0.68168922055699077,0.21665281915411505,0.78452737965827457,0.025785531156469855,0.59184915117603631,-0.060829906467247348,0.43402271086242644
0.82384152568182134,0.79305158571814438,0.64729777800315458,-0.21695650458081028,0.67936622048675732,0.4815434123430769,0.42107596053325946,0.99999999999999989,0.6432675209026768,0.40824829046386307,0.62962962962962976,0.55470019622522904,0.5222329678670935,0.46829290579084693,0.71428571428571452,0.69709667557692578,0.35310329061372275,0.69709667557692578,0.25197631533948495,0.07516460280028299,0.38729833462074165,-0.2581988897471611,0.67675296818395969,-0.17213259316477406,0.2602896031476768,0.45398994507478635,0.65561006810718581,0.56613851707229779,0.56613851707229779,0.79259392390121697,0.4879500364742666,0.78334945180064031,0.4061811972299616,0.65576325399691393,0.087038827977848857,0.82384152568182145,0.79259392390121708,0.36980013081681934,0.61396012940454225,0.38729833462074176,0.52704627669472981,0.6432675209026768,0.70370370370370383,0.75664990845797742,0.84215192106651882,0.51011278533618498,0.67675296818395969,0.39070190053016335,0.71443450831176059,0.48154341234307674,0.38729833462074148,0.88498465070210097,0.83721835827892155,0.4436069753671345,0.45291081365783836,-1.2616170734376778e-17,0.77777777777777779,-0.26846242208560978,-0.18569533817705189,0.65561006810718558,0.16666666666666669,0.6092717958449424,0.83816659464085419,0.56011203361120376,0.67372153685321512,0.58554004376911983,0.20412414523193148,0.50395263067896967,-0.14907119849998596,0.33968311024337872,0.78086880944303028,0.74535599249992979,0.6201736729460422,0.7543365091413573,0.19011727515734336,0.78072005835882652,0.5222329678670935,0.03703703703703707,0.72231511851461516,0.34815531191139559,0.050443327230531847,0.44360697536713456,0.61237243569579458,0.572637126924889,0.72231511851461505,0.572637126924889
0.71339489824887881,0.51014432749284744,0.84665079511519759,-0.009968648060386302,0.69193918869276816,0.42592170096430143,0.70424767203425231,0.6432675209026768,0.99999999999999989,0.52522573143889018,0.39310792944052458,0.44602577508753954,0.72786026424261052,0.57235147147233889,0.78111056109610755,0.71339489824887892,0.56784969593916723,0.59109862997764251,0.24313226954193234,0.26593021236634806,0.66436383882991956,0.083045479853739973,0.85392282344109283,-2.0185873175002847e-17,0.55253829752070727,0.79498957431483386,0.51210394815946125,0.40059637240107632,0.80119274480215263,0.69193918869276816,0.81609426674664787,0.81184414088598866,0.055989251095585363,0.69764391215383414,0.19596237883454898,0.75416032100595765,0.58268563258338368,0.62443608512255522,0.66421829926729192,0.53979561904930995,0.50854762771560769,0.79310344827586199,0.25015959146215211,0.66519535810016739,0.5146425295634921,0.73085501606338132,0.75346131480096434,0.52060353185814778,0.55805233965382084,0.6582426287630111,0.66436383882991945,0.45207678888057856,0.52060353185814778,0.38727151619224826,0.47343207647399926,0.36030187928883606,0.6432675209026768,-0.2158664458881728,-0.059725889916168187,0.48198018650302232,0.6432675209026768,0.89582801752936669,0.43367647511322305,0.76564149348877664,0.78550701880743545,0.21971768720102053,0.32826608214930642,0.36469840431289852,0.43151697133684569,0.40059637240107632,0.55253829752070727,0.86303394267369138,0.5984063716876622,0.95181726862495242,0.020382711378539399,0.69054130263177871,0.69986563869481766,0.10721125348377951,0.77440309266236607,0.61588176205143952,0.27581270945616687,0.87645658927719372,0.32826608214930642,0.35161528024045013,0.50336201023053806,0.45207678888057856
0.31046021028253318,0.24282146558931614,0.50209060145260553,0.43653403035064592,0.48536267169707548,0.47918635750341559,0.33521190503410786,0.40824829046386307,0.52522573143889018,1.0000000000000002,0.34020690871988601,0.1698415551216893,0.58630196997792872,0.40147753427348309,0.26244532958391198,0.54330536799443307,0.33979113476836842,0.54330536799443285,0.46291004988627582,0.23014365447458093,0.31622776601683789,0.55339859052946649,0.66945554871650492,0.63245553203367588,0.19127301391900148,0.86492288850130161,0.54486236794258425,0.55470019622522926,0.48536267169707537,0.27735009811261446,0.65737573513391656,0.50635170134457486,0.10660035817780517,0.40157134108989007,0.45305152225567208,0.38807526285316657,0.79738153207376672,0.33968311024337877,0.54686874161973076,0.43481317827315213,0.48412291827592707,0.62370555608368217,0.13608276348795434,0.24712082528608617,0.43835402965998732,0.53956374253471151,0.38254602783800301,0.47851014891726434,0.31250000000000006,0.58976782461958854,0.79056941504209466,0.4781825347975035,0.37597225986356481,0.38807526285316635,0.48536267169707537,0.55737040171315377,0.61237243569579447,0.20549873413169673,0.28428676634208877,0.40147753427348309,0.30618621784789729,0.42640143271122083,0.22316092133872589,0.42874646285627216,0.64463827891174563,0.32868786756695823,0.81250000000000011,0.23145502494313785,0.41079191812887461,0.55470019622522926,0.47818253479750389,0.41079191812887461,0.45573271518764996,0.42640143271122094,0.38807526285316646,0.32868786756695828,0.85280286542244166,0.61237243569579458,0.14744195615489716,0.77285259678908769,0.71047237269749786,0.27165268399721659,0.43749999999999983,0.28690952087850213,0.405465379425967,0.57381904175700427
